FCODE,atoll,islandName,capital,islandNa_1,longitude,latitude,Area_ha,category,Sector,Usage,PrimAgency
LD1220,Baa,Maafusheefinolhu,N,މާފުށީފިނޮޅު,"73° 11' 27.820"" E","5° 13' 52.968"" N",0.201373,Uninhabited Island, , ,MoFMRA
LD1221,Baa, ,N, ,"73° 11' 27.010"" E","5° 13' 33.685"" N",0.029423,Uninhabited Island, , , 
LD0732,Baa,Hirundhoo,N,ހިރުންދޫ,"73° 9' 12.909"" E","5° 13' 1.575"" N",6.078914,Tourism Island,Tourism,Resort,MoT
LD1215,Baa,Huraafaru,N,ހުރާފަރު,"73° 9' 14.175"" E","5° 12' 24.922"" N",2.975102,Tourism Island,Tourism, ,MoT
LD0164,Baa,Aidhoo,N,އައިދޫ,"73° 9' 48.844"" E","5° 11' 14.250"" N",3.390635,Industrial Island,Agriculture, ,MoFMRA
LD1197,Baa,Kihaadhuffaru,N,ކިހާދުއްފަރު,"73° 7' 56.570"" E","5° 11' 27.503"" N",15.0633,Tourism Island,Tourism,Resort,MoT
LD0348,Baa,Dhonfan,N,ދޮންފަން,"73° 7' 22.550"" E","5° 11' 16.726"" N",17.30447,Residential Island, , , 
LD0601,Baa,Hanifaru,N,ހަނިފަރު,"73° 7' 58.989"" E","5° 10' 59.152"" N",2.648272,Uninhabited Island, , ,Council
LD1214,Baa,Hanifaruhuraa,N,ހަނިފަރުހުރާ,"73° 9' 5.166"" E","5° 10' 22.413"" N",0.027229,Uninhabited Island, , , 
LD0844,Baa,Dharavandhoo,N,ދަރަވަންދޫ,"73° 7' 50.554"" E","5° 9' 25.320"" N",67.384564,Residential Island, , , 
LD0438,Baa,Hibalhidhoo,N,ހިބަޅިދޫ,"73° 6' 53.085"" E","5° 8' 28.921"" N",20.05163,Tourism Island,Tourism, ,MoT
LD0637,Baa,Maalhos,N,މާޅޮސް,"73° 6' 29.361"" E","5° 8' 4.877"" N",25.737584,Residential Island, , , 
LD0466,Baa,Nelivarufinolhu,N,ނެލިވަރުފިނޮޅު,"73° 5' 8.833"" E","5° 7' 33.523"" N",0.99465,Uninhabited Island, , ,MoFMRA
LD0217,Baa,Kunfunadhoo,N,ކުންފުނަދޫ,"73° 4' 39.636"" E","5° 6' 44.883"" N",44.969801,Tourism Island,Tourism,Resort,MoT
LD0204,Baa,Eydhafushi,Y,އޭދަފުށި,"73° 4' 14.785"" E","5° 6' 9.563"" N",56.347201,Residential Island, , , 
LD0535,Baa,Maaddoo,N,މާއްޑޫ,"73° 3' 45.650"" E","5° 5' 34.019"" N",25.930895,Uninhabited Island,Agriculture, ,MoFMRA
LD0889,Baa,Maaddoohulhudhoo,N,މާއްޑޫހުޅުދޫ,"73° 1' 54.268"" E","5° 4' 16.724"" N",2.388381,Uninhabited Island, ,Varuva,MoFMRA
LD0147,Baa,Miriandhoo,N,މިރިއަންދޫ,"73° 1' 52.582"" E","5° 3' 47.570"" N",6.568658,Tourism Island,Tourism,Resort,MoT
LD0544,Baa,Kudadhoo,N,ކުޑަދޫ,"72° 59' 30.365"" E","5° 1' 43.515"" N",0.646773,Uninhabited Island, , ,MoFMRA
LD0022,Baa,Kanufushi,N,ކަނުފުށި,"72° 57' 11.895"" E","5° 0' 42.135"" N",12.101343,Tourism Island,Tourism,Resort,MoT
LD0617,Baa,Maamaduvvari,N,މާމަޑުއްވަރި,"72° 56' 31.614"" E","5° 0' 33.918"" N",38.492475,Tourism Island,Tourism,Resort,MoT
LD1000,Baa,Hithaadhoo,N,ހިތާދޫ,"72° 55' 22.291"" E","5° 0' 26.660"" N",31.740218,Residential Island, , , 
LD0672,Baa,Olhugiri,N,އޮޅުގިރި,"72° 54' 21.083"" E","5° 0' 4.732"" N",20.677144,Uninhabited Island, , ,MoECCT
LD0418,Baa,Bodufinolhu,N,ބޮޑުފިނޮޅު,"72° 51' 27.875"" E","5° 0' 32.027"" N",11.071244,Tourism Island,Tourism,Resort,MoT
LD1554,Baa, ,N, ,"72° 51' 28.716"" E","5° 0' 46.710"" N",0.859784,Uninhabited Island, , , 
LD1555,Baa, ,N, ,"72° 51' 31.905"" E","5° 0' 46.799"" N",0.033567,Uninhabited Island, , , 
LD0677,Baa,Thulhaadhoo,N,ތުޅާދޫ,"72° 50' 28.033"" E","5° 1' 18.902"" N",45.801303,Residential Island, , , 
LD1146,Baa,Dhunikolhu,N,ދުނިކޮޅު,"72° 52' 53.323"" E","5° 2' 22.728"" N",15.763694,Tourism Island,Tourism,Resort,MoT
LD1556,Baa, ,N, ,"72° 50' 45.258"" E","5° 3' 40.067"" N",0.690641,Uninhabited Island, , , 
LD0410,Baa,Gaavilin'gili,N,ގާވިލިނގިލި,"72° 50' 15.037"" E","5° 3' 43.547"" N",1.994262,Uninhabited Island, ,Varuva,MoFMRA
LD1200,Baa,En'boodhoo,N,އެނބޫދޫ,"72° 51' 22.198"" E","5° 3' 49.963"" N",4.315823,Tourism Island,Tourism, ,MoT
LD1066,Baa,Muthaafushi,N,މުތާފުށި,"72° 52' 40.181"" E","5° 4' 42.335"" N",5.041946,Tourism Island,Tourism,Resort,MoT
LD1557,Baa, ,N, ,"72° 52' 34.583"" E","5° 4' 32.243"" N",0.073748,Uninhabited Island, , , 
LD0660,Baa,Vakkaru,N,ވައްކަރު,"72° 54' 36.178"" E","5° 8' 0.967"" N",14.677883,Tourism Island,Tourism,Resort,MoT
LD1558,Baa, ,N, ,"72° 58' 43.974"" E","5° 8' 1.383"" N",0.279847,Uninhabited Island, , , 
LD1559,Baa, ,N, ,"73° 0' 6.958"" E","5° 21' 28.874"" N",0.24511,Uninhabited Island, , , 
LD1560,Baa, ,N, ,"73° 0' 9.136"" E","5° 21' 29.787"" N",0.091656,Uninhabited Island, , , 
LD0440,Baa,Dhigufaruvinagan'du,N,ދިގުފަރުވިނަގަނޑު,"72° 59' 23.100"" E","5° 21' 8.399"" N",5.842201,Tourism Island,Tourism,Resort,MoT
LD0454,Baa,Anhenunfushi,N,އަންހެނުންފުށި,"72° 58' 7.296"" E","5° 20' 31.693"" N",20.526428,Uninhabited Island, , ,MoFMRA
LD1153,Baa,Maarikilu,N,މާރިކިލު,"72° 57' 9.113"" E","5° 20' 5.950"" N",26.773437,Industrial Island,Agriculture, ,MoFMRA
LD0931,Baa,Goidhoo,N,ގޮއިދޫ,"72° 59' 58.403"" E","4° 52' 19.486"" N",162.944662,Residential Island, , , 
LD1272,Baa, ,N, ,"72° 58' 32.342"" E","4° 53' 3.161"" N",0.211031,Uninhabited Island, , , 
LD0520,Baa,Fehendhoo,N,ފެހެންދޫ,"72° 58' 7.515"" E","4° 52' 54.386"" N",25.167163,Residential Island, , , 
LD1271,Baa, ,N, ,"72° 57' 16.343"" E","4° 53' 4.536"" N",0.018005,Uninhabited Island, , , 
LD1275,Baa, ,N, ,"72° 57' 8.681"" E","4° 53' 6.091"" N",0.146653,Uninhabited Island, , , 
LD1274,Baa, ,N, ,"72° 56' 52.537"" E","4° 53' 5.201"" N",0.016891,Uninhabited Island, , , 
LD1276,Baa, ,N, ,"72° 56' 30.471"" E","4° 53' 9.618"" N",0.015186,Uninhabited Island, , , 
LD1273,Baa, ,N, ,"72° 56' 30.180"" E","4° 52' 58.763"" N",0.011279,Uninhabited Island, , , 
LD0044,Baa,Fulhadhoo,N,ފުޅަދޫ,"72° 55' 56.873"" E","4° 53' 4.968"" N",29.271955,Residential Island, , , 
LD1288,Baa, ,N, ,"72° 55' 17.251"" E","4° 53' 3.540"" N",0.362751,Uninhabited Island, , , 
LD1287,Baa, ,N, ,"72° 54' 45.769"" E","4° 53' 2.648"" N",0.878812,Uninhabited Island, , , 
LD1284,Baa, ,N, ,"72° 54' 26.024"" E","4° 53' 0.733"" N",0.381795,Uninhabited Island, , , 
LD1283,Baa, ,N, ,"72° 54' 4.176"" E","4° 52' 59.340"" N",0.116068,Uninhabited Island, , , 
LD1280,Baa,Boadhaafushifinolhu,N,ބޯދާފުށިފިނޮޅު,"72° 53' 41.823"" E","4° 52' 53.976"" N",3.170277,Uninhabited Island, , ,MoFMRA
LD1279,Baa, ,N, ,"72° 53' 23.454"" E","4° 52' 50.625"" N",0.945049,Uninhabited Island, , , 
LD1277,Baa, ,N, ,"72° 53' 13.350"" E","4° 52' 53.322"" N",0.36045,Uninhabited Island, , , 
LD0999,Baa,Innafushi,N,އިންނަފުށި,"72° 52' 45.705"" E","4° 52' 39.045"" N",3.488531,Tourism Island,Tourism, ,MoT
LD0968,Baa,Mathifaru,N,މަތިފަރު,"72° 53' 25.664"" E","4° 48' 57.846"" N",1.038861,Uninhabited Island, , , 
LD1054,Baa,Dhashufaruhuraa,N,ދަށުފަރުހުރާ,"72° 54' 35.742"" E","4° 49' 2.566"" N",0.075837,Uninhabited Island, , , 
LD1561,Baa, ,N, ,"72° 54' 40.693"" E","4° 49' 5.008"" N",0.175331,Uninhabited Island, , , 
LD0197,Baa,Kanufusheegaathufinolhu,N,ކަނުފުށީގާތުފިނޮޅު,"72° 57' 43.133"" E","5° 0' 49.152"" N",2.966335, , , ,MoT
LD0135,Baa,Medhufinolhugaathufinolhu,N,މެދުފިނޮޅުގާތުފިނޮޅު,"72° 58' 0.807"" E","5° 0' 56.986"" N",3.356469,Uninhabited Island, , ,Atoll Council
LD0589,Baa,Ufuligiri,N,އުފުލިގިރި,"72° 58' 12.335"" E","5° 1' 1.210"" N",0.419469,Tourism Island,Tourism, ,MoT
LD1655,Dhaalu, ,N, ,"73° 1' 23.813"" E","2° 46' 25.827"" N",0.047554,Uninhabited Island, , , 
LD0012,Dhaalu,Vommuli,N,ވޮއްމުލި,"72° 51' 57.865"" E","2° 54' 40.790"" N",8.950373,Tourism Island,Tourism,Resort,MoT
LD0019,Dhaalu,Vaanee,N,ވާނީ,"73° 0' 9.991"" E","2° 43' 31.691"" N",11.011173,Uninhabited Island, , ,MoFMRA
LD0066,Dhaalu,Ban'didhoo,N,ބަނޑިދޫ,"72° 59' 24.866"" E","2° 56' 12.216"" N",24.99915,Residential Island, , , 
LD0068,Dhaalu, ,N, ,"72° 50' 15.580"" E","2° 43' 43.497"" N",0.057787,Uninhabited Island, , , 
LD0104,Dhaalu,Kedhigan'du,N,ކެދިގަނޑު,"72° 51' 4.069"" E","2° 41' 47.029"" N",5.376423,Tourism Island,Tourism,Resort,MoT
LD0107,Dhaalu,Ayyakaloahuraa,N,އައްޔަކަލޯހުރާ,"73° 1' 32.791"" E","2° 47' 26.323"" N",1.864155,Uninhabited Island, , ,Atoll Council
LD0171,Dhaalu,Issari,N,އިއްސަރި,"72° 58' 57.177"" E","2° 42' 23.574"" N",1.769114,Uninhabited Island, ,Varuva,MoFMRA
LD0189,Dhaalu, ,N, ,"72° 50' 21.906"" E","2° 43' 33.295"" N",0.165314,Uninhabited Island, , , 
LD0209,Dhaalu,Maaen'boodhoo,N,މާއެނބޫދޫ,"72° 57' 48.304"" E","2° 41' 44.745"" N",24.033801,Residential Island, , , 
LD0280,Dhaalu, ,N, ,"72° 50' 23.493"" E","2° 43' 17.303"" N",0.099936,Uninhabited Island, , , 
LD0312,Dhaalu,Kiraidhoo,N,ކިރައިދޫ,"73° 1' 30.330"" E","2° 46' 49.561"" N",8.192559,Uninhabited Island, , ,MoFMRA
LD0334,Dhaalu,Rin'budhoo,N,ރިނބުދޫ,"72° 53' 43.473"" E","2° 55' 28.260"" N",17.29024,Residential Island, , , 
LD0337,Dhaalu,Meedhuffushi,N,މީދުއްފުށި,"73° 0' 1.389"" E","3° 0' 11.572"" N",6.936056,Tourism Island,Tourism,Resort,MoT
LD0338,Dhaalu,Maafushi,N,މާފުށި,"72° 51' 33.002"" E","2° 41' 17.338"" N",12.671496,Tourism Island,Tourism,Resort,MoT
LD0352,Dhaalu,Hulhuvahi,N,ހުޅުވަހި,"73° 1' 29.520"" E","2° 51' 23.216"" N",3.919947,Uninhabited Island, , ,Atoll Council
LD0400,Dhaalu,Kan'dinmaa,N,ކަނޑިންމާ,"73° 0' 55.462"" E","2° 44' 25.361"" N",43.750083,Tourism Island,Tourism,Resort,MoT
LD0448,Dhaalu,Dhoores,N,ދޫރެސް,"72° 53' 2.940"" E","2° 55' 3.729"" N",7.943607,Tourism Island,Tourism,Resort,MoT
LD0499,Dhaalu,Kudahuvadhoo,Y,ކުޑަހުވަދޫ,"72° 53' 19.882"" E","2° 40' 12.493"" N",165.579649,Residential Island, , , 
LD0503,Dhaalu,Thilabolhufushi,N,ތިލަބޮޅުފުށި,"73° 1' 19.406"" E","2° 45' 20.574"" N",4.526959,Uninhabited Island, ,Varuva,MoFMRA
LD0530,Dhaalu,Uhdhoo,N,އުއްދޫ,"72° 59' 26.647"" E","2° 58' 14.119"" N",8.535616,Industrial Island,Agriculture, ,MoFMRA
LD0550,Dhaalu, ,N, ,"72° 50' 31.712"" E","2° 42' 58.659"" N",0.12391,Uninhabited Island, , , 
LD0623,Dhaalu,Aluvifushi,N,އަލުވިފުށި,"72° 57' 35.416"" E","2° 55' 58.683"" N",8.73717,Tourism Island,Tourism,Resort,MoT
LD0636,Dhaalu,Lhohi,N,ޅޮހި,"72° 59' 7.480"" E","2° 57' 25.220"" N",6.14947,Industrial Island,Agriculture, ,MoFMRA
LD0649,Dhaalu,En'boodhoofushi,N,އެނބޫދޫފުށި,"72° 55' 41.822"" E","2° 40' 38.720"" N",16.255436,Tourism Island,Tourism,Resort,MoT
LD0662,Dhaalu,Hulhudheli,N,ހުޅުދެލި,"72° 50' 47.413"" E","2° 51' 30.386"" N",21.534249,Residential Island, , , 
LD0697,Dhaalu,Thinhuraa,N,ތިންހުރާ,"73° 1' 25.264"" E","2° 46' 1.609"" N",6.052254,Uninhabited Island, ,Varuva,MoFMRA
LD0716,Dhaalu, ,N, ,"72° 50' 35.903"" E","2° 42' 47.759"" N",0.783423,Uninhabited Island, , , 
LD0723,Dhaalu,Vallalhohi,N,ވައްލަޅޮހި,"72° 53' 16.764"" E","2° 43' 49.940"" N",2.224986,Uninhabited Island, , ,MoFMRA
LD0741,Dhaalu,Maadheli,N,މާދެލި,"72° 50' 15.080"" E","2° 53' 3.001"" N",23.193398,Uninhabited Island, , ,MoFMRA
LD0747,Dhaalu,Faandhoo,N,ފާންދޫ,"72° 56' 48.627"" E","2° 57' 46.067"" N",6.348475,Tourism Island,Tourism, ,MoT
LD0755,Dhaalu,Kanneiyfaru,N,ކަންނެތްފަރު,"73° 1' 37.835"" E","2° 55' 26.906"" N",1.360496,Uninhabited Island, , ,MoFMRA
LD0758,Dhaalu,Valla,N,ވައްލަ,"72° 52' 57.702"" E","2° 42' 16.301"" N",1.991885,Uninhabited Island, ,Varuva,MoFMRA
LD0772,Dhaalu,Hiriyafushi,N,ހިރިޔަފުށި,"72° 59' 16.088"" E","2° 42' 42.596"" N",7.61906,Tourism Island,Tourism,Resort,MoT
LD0831,Dhaalu,Dhebaidhoo,N,ދެބައިދޫ,"73° 1' 31.929"" E","2° 47' 14.651"" N",6.804715,Uninhabited Island, , ,Atoll Council
LD0897,Dhaalu, ,N, ,"72° 50' 28.996"" E","2° 43' 5.696"" N",0.166263,Uninhabited Island, , , 
LD0932,Dhaalu,Olhuveli,N,އޮޅުވެލި,"72° 56' 4.053"" E","2° 40' 56.083"" N",11.750496,Tourism Island,Tourism, ,MoT
LD0943,Dhaalu, ,N, ,"72° 50' 53.094"" E","2° 42' 1.971"" N",0.178548,Uninhabited Island, , , 
LD0957,Dhaalu,Maalefaru,N,މާލެފަރު,"73° 1' 32.423"" E","2° 52' 55.411"" N",0.97962,Uninhabited Island, ,Varuva,MoFMRA
LD0974,Dhaalu,Hudhufusheefinolhu,N,ހުދުފުށީފިނޮޅު,"72° 54' 19.523"" E","2° 53' 36.859"" N",0.62992,Uninhabited Island, , , 
LD1050,Dhaalu,Meedhoo,N,މީދޫ,"73° 0' 26.204"" E","2° 59' 52.929"" N",32.553442,Residential Island, , , 
LD1077,Dhaalu,Minimasgali,N,މިނިމަސްގަލި,"72° 53' 15.132"" E","2° 45' 1.017"" N",4.641304,Uninhabited Island, , ,MoFMRA
LD1106,Dhaalu,Bodufushi,N,ބޮޑުފުށި,"72° 50' 50.867"" E","2° 42' 9.949"" N",0.884948,Uninhabited Island, , ,Atoll Council
LD1133,Dhaalu,Kudathilabolhufushi,N,ކުޑަތިލަބޮޅުފުށި,"73° 1' 22.746"" E","2° 45' 24.174"" N",1.013738,Uninhabited Island, , , 
LD1185,Dhaalu,Velavaru,N,ވެލަވަރު,"73° 0' 56.463"" E","2° 58' 46.926"" N",8.049292,Tourism Island,Tourism,Resort,MoT
LD1188,Dhaalu,Maagau,N,މާގައު,"72° 54' 52.543"" E","2° 56' 51.552"" N",7.335599,Tourism Island,Tourism,Resort,MoT
LD1383,Dhaalu, ,N, ,"72° 57' 8.017"" E","2° 41' 41.861"" N",0.16995,Uninhabited Island, , , 
LD1387,Dhaalu, ,N, ,"73° 0' 33.672"" E","2° 59' 10.121"" N",0.343052,Uninhabited Island, , , 
LD1389,Dhaalu, ,N, ,"73° 1' 29.001"" E","2° 56' 58.807"" N",0.034037,Uninhabited Island, , , 
LD1391,Dhaalu, ,N, ,"73° 1' 30.466"" E","2° 46' 29.977"" N",0.020939,Uninhabited Island, , , 
LD1392,Dhaalu, ,N, ,"73° 1' 25.028"" E","2° 46' 23.432"" N",0.075662,Uninhabited Island, , , 
LD1394,Dhaalu, ,N, ,"73° 1' 21.308"" E","2° 45' 43.879"" N",0.263734,Uninhabited Island, , , 
LD1395,Dhaalu,Sarakafushi,N,ސަރަކަފުށި,"72° 57' 40.540"" E","2° 55' 22.471"" N",0.887708,Uninhabited Island, , , 
LD1396,Dhaalu,Boarikifinolhu,N,ބޯރިކިފިނޮޅު,"72° 58' 13.263"" E","2° 55' 23.830"" N",0.090769,Tourism Island,Tourism, ,MoT
LD1388,Dhaalu, ,N, ,"72° 55' 19.262"" E","2° 59' 35.422"" N",0.141727,Uninhabited Island, , , 
LD1397,Dhaalu, ,N, ,"72° 58' 54.149"" E","2° 52' 49.602"" N",0.264163,Uninhabited Island, , , 
LD1649,Dhaalu, ,N, ,"73° 0' 6.887"" E","2° 59' 37.360"" N",1.75269,Uninhabited Island, , , 
LD1650,Dhaalu, ,N, ,"72° 59' 33.771"" E","2° 59' 57.525"" N",0.372724,Uninhabited Island, , , 
LD1651,Dhaalu, ,N, ,"72° 59' 32.058"" E","2° 59' 57.874"" N",0.380423,Uninhabited Island, , , 
LD1652,Dhaalu, ,N, ,"72° 53' 42.527"" E","2° 55' 35.710"" N",0.062702,Uninhabited Island, , , 
LD1653,Dhaalu, ,N, ,"72° 50' 6.468"" E","2° 46' 0.749"" N",0.436731,Uninhabited Island, , , 
LD1654,Dhaalu, ,N, ,"72° 51' 32.383"" E","2° 52' 5.140"" N",0.253598,Uninhabited Island, , , 
LD0521,Dhaalu,Gemendhoo,N,ގެމެންދޫ,"73° 1' 31.590"" E","2° 47' 52.225"" N",5.47541,Uninhabited Island, , , 
LD0084,Dhaalu,Fenfushi,N,ފެންފުށި,"73° 1' 33.327"" E","2° 48' 4.294"" N",3.515438,Uninhabited Island, , ,MoFMRA
LD0571,Dhaalu,Hinaidhoo,N,ހިނައިދޫ,"73° 1' 34.234"" E","2° 48' 13.332"" N",2.796903,Uninhabited Island, , ,Atoll Council
LD0864,Dhaalu,Bulhalafushi,N,ބުޅަލަފުށި,"73° 1' 33.818"" E","2° 48' 23.629"" N",0.8935,Uninhabited Island, , ,Atoll Council
LD0673,Dhaalu,Than'balhaidhoo,N,ތަނބަޅައިދޫ,"73° 1' 32.552"" E","2° 47' 38.093"" N",5.225725,Uninhabited Island, , ,MoFMRA
LD0688,Dhaalu,Olhufushi,N,އޮޅުފުށި,"73° 1' 35.149"" E","2° 48' 49.266"" N",1.437177,Uninhabited Island, ,Varuva,MoFMRA
LD1386,Dhaalu, ,N, ,"72° 59' 20.286"" E","2° 54' 32.496"" N",0.112641,Uninhabited Island, , , 
LD1104,Faafu,Kan'dumoonufushi,N,ކަނޑުމޫނުފުށި,"72° 53' 50.544"" E","3° 18' 55.002"" N",1.08561,Uninhabited Island, ,Varuva,MoFMRA
LD0752,Faafu,Makunueri,N,މަކުނުއެރި,"72° 55' 43.569"" E","3° 15' 30.321"" N",1.28063,Uninhabited Island, , ,MoFMRA
LD1141,Faafu,Himithi,N,ހިމިތި,"72° 49' 6.836"" E","3° 15' 19.354"" N",15.650724,Tourism Island,Tourism, ,MoT
LD0417,Faafu,Minimasgali,N,މިނިމަސްގަލި,"72° 50' 8.224"" E","3° 14' 33.678"" N",3.850819,Tourism Island,Tourism, ,MoT
LD1158,Faafu,Nilandhoo,Y,ނިލަންދޫ,"72° 53' 19.729"" E","3° 3' 25.641"" N",74.796714,Residential Island, , , 
LD0970,Faafu,Dharan'boodhoo,N,ދަރަނބޫދޫ,"72° 55' 32.607"" E","3° 3' 46.651"" N",40.079694,Residential Island, , , 
LD0085,Faafu,Magoodhoo,N,މަގޫދޫ,"72° 57' 49.149"" E","3° 4' 45.046"" N",24.594867,Residential Island, , , 
LD0606,Faafu,Bileiydhoo,N,ބިލެތްދޫ,"72° 59' 2.396"" E","3° 7' 6.139"" N",31.589802,Residential Island, , , 
LD1380,Faafu, ,N, ,"72° 56' 12.197"" E","3° 9' 3.815"" N",1.445184,Uninhabited Island, , , 
LD1382,Faafu, ,N, ,"72° 53' 46.883"" E","3° 9' 54.943"" N",1.259547,Uninhabited Island, , , 
LD0826,Faafu,En'bulufushi,N,އެނބުލުފުށި,"73° 1' 5.200"" E","3° 8' 1.277"" N",2.529832,Tourism Island,Tourism, ,MoT
LD0013,Faafu,Adhangau,N,އަދަންގައު,"73° 0' 29.869"" E","3° 8' 19.293"" N",1.425317,Uninhabited Island, , ,MoFMRA
LD0845,Faafu,Jinnathugau,N,ޖިންނަތުގައު,"72° 59' 52.709"" E","3° 12' 2.600"" N",1.86062,Tourism Island,Tourism, ,MoT
LD1143,Faafu,Faanumaahuraa,N,ފާނުމާހުރާ,"72° 58' 55.286"" E","3° 12' 47.304"" N",0.28924,Uninhabited Island, , ,Atoll Council
LD0819,Faafu,Filitheyo,N,ފިލިތެޔޮ,"73° 2' 12.983"" E","3° 12' 47.404"" N",21.023546,Tourism Island,Tourism,Resort,MoT
LD0233,Faafu,Dhiguvarufinolhu,N,ދިގުވަރުފިނޮޅު,"73° 1' 30.669"" E","3° 14' 47.738"" N",0.700645,Uninhabited Island, , ,Atoll Council
LD0925,Faafu,Maafushi,N,މާފުށި,"72° 58' 42.770"" E","3° 14' 35.232"" N",2.998066,Tourism Island,Tourism,Resort,MoT
LD1135,Faafu,Madivaruhuraa,N,މަޑިވަރުހުރާ,"73° 0' 38.810"" E","3° 16' 0.495"" N",0.126607,Uninhabited Island, , ,Council
LD0008,Faafu,Feeali,N,ފީއަލި,"73° 0' 6.282"" E","3° 16' 11.887"" N",17.678783,Residential Island, , , 
LD0349,Faafu,Magoodhoobodufinolhu,N,މަގޫދޫބޮޑުފިނޮޅު,"72° 57' 21.979"" E","3° 4' 30.999"" N",0.237145,Uninhabited Island, , ,Council
LD0975,Faafu,Vilin'gilivarufinolhu,N,ވިލިނގިލިވަރުފިނޮޅު,"72° 59' 55.965"" E","3° 16' 27.362"" N",0.049682,Uninhabited Island, , ,Council
LD1381,Faafu, ,N, ,"72° 59' 22.044"" E","3° 17' 12.284"" N",2.38963,Uninhabited Island, , , 
LD1639,Faafu, ,N, ,"73° 2' 19.839"" E","3° 11' 24.608"" N",0.848071,Uninhabited Island, , , 
LD1640,Faafu, ,N, ,"73° 2' 28.486"" E","3° 11' 28.362"" N",0.171324,Uninhabited Island, , , 
LD1641,Faafu, ,N, ,"73° 1' 41.324"" E","3° 10' 12.940"" N",0.196943,Uninhabited Island, , , 
LD1642,Faafu, ,N, ,"73° 1' 49.443"" E","3° 8' 25.829"" N",0.158149,Uninhabited Island, , , 
LD1643,Faafu, ,N, ,"72° 58' 8.167"" E","3° 5' 24.268"" N",0.087275,Uninhabited Island, , , 
LD1644,Faafu, ,N, ,"72° 58' 3.178"" E","3° 5' 34.883"" N",0.06442,Uninhabited Island, , , 
LD1645,Faafu, ,N, ,"72° 59' 30.666"" E","3° 5' 49.989"" N",0.153476,Uninhabited Island, , , 
LD1646,Faafu, ,N, ,"72° 59' 6.732"" E","3° 8' 53.772"" N",1.103373,Uninhabited Island, , , 
LD1647,Faafu, ,N, ,"73° 1' 53.881"" E","3° 13' 16.032"" N",0.223937,Uninhabited Island, , , 
LD1648,Faafu, ,N, ,"73° 1' 48.327"" E","3° 13' 15.406"" N",0.047257,Uninhabited Island, , , 
LD0024,Gaafu Alifu,Maamutaa,N,މާމުޓާ,"73° 24' 27.019"" E","0° 50' 47.142"" N",20.88964,Tourism Island,Tourism,Resort,MoT
LD0028,Gaafu Alifu,Keredhdhoo,N,ކެރެއްދޫ,"73° 26' 17.733"" E","0° 39' 33.634"" N",13.168785,Tourism Island,Tourism,Resort,MoT
LD0054,Gaafu Alifu,Maafehelaa,N,މާފެހެލާ,"73° 33' 11.216"" E","0° 22' 48.871"" N",44.264444,Uninhabited Island, , ,MoFMRA
LD0056,Gaafu Alifu,Fulan'gi,N,ފުލަނގި,"73° 12' 7.265"" E","0° 41' 2.597"" N",3.347506,Uninhabited Island, , , 
LD0071,Gaafu Alifu,Beyrumauddoo,N,ބޭރުމައުއްޑޫ,"73° 13' 29.371"" E","0° 47' 43.089"" N",3.078778,Uninhabited Island, , ,MoFMRA
LD0083,Gaafu Alifu,Kodeyvilin'gili,N,ކޮޑޭވިލިނގިލި,"73° 32' 31.290"" E","0° 30' 49.276"" N",5.285048,Uninhabited Island, , ,Council
LD0093,Gaafu Alifu,Innarehaa,N,އިންނަރެހާ,"73° 33' 23.439"" E","0° 22' 46.840"" N",23.256673,Uninhabited Island, , , 
LD0101,Gaafu Alifu,Kodahuttaa,N,ކޮޑަހުއްޓާ,"73° 26' 21.907"" E","0° 40' 43.046"" N",0.938036,Uninhabited Island, , ,MoFMRA
LD1685,Gaafu Alifu, ,N, ,"73° 26' 23.031"" E","0° 40' 50.003"" N",0.171699,Uninhabited Island, , , 
LD1686,Gaafu Alifu, ,N, ,"73° 26' 22.005"" E","0° 40' 38.049"" N",0.079991,Uninhabited Island, , , 
LD0136,Gaafu Alifu,Minimessaa,N,މިނިމެއްސާ,"73° 7' 26.468"" E","0° 32' 28.640"" N",3.64391,Uninhabited Island, , ,MoFMRA
LD0151,Gaafu Alifu,Hirihuttaa,N,ހިރިހުއްޓާ,"73° 20' 46.505"" E","0° 32' 26.115"" N",4.247586,Tourism Island,Tourism,Resort, 
LD0153,Gaafu Alifu,Mahahdhoo,N,މަހައްދޫ,"73° 30' 47.033"" E","0° 35' 2.906"" N",16.559542,Tourism Island,Tourism,Resort,MoT
LD0156,Gaafu Alifu,Maarandhoo,N,މާރަންދޫ,"73° 12' 33.015"" E","0° 51' 13.417"" N",4.646395,Tourism Island,Tourism,Resort,MoT
LD0188,Gaafu Alifu,Medhuburiyaa,N,މެދުބުރިޔާ,"73° 33' 11.972"" E","0° 22' 21.723"" N",1.19291,Uninhabited Island, , , 
LD0212,Gaafu Alifu,Vodamulaa,N,ވޮޑަމުލާ,"73° 29' 9.185"" E","0° 36' 15.068"" N",23.110928,Tourism Island,Tourism,Resort,MoT
LD0222,Gaafu Alifu,Araigahthaa,N,އަރައިގައްތާ,"73° 32' 6.093"" E","0° 27' 7.635"" N",4.659626,Uninhabited Island, , ,MoFMRA
LD0228,Gaafu Alifu,Kan'duvilin'gili,N,ކަނޑުވިލިނގިލި,"73° 11' 24.879"" E","0° 51' 58.572"" N",3.702649,Uninhabited Island, , ,MoFMRA
